mercado_id,NomTipoMercado,DscModalidadeTarifaria,DscSubGrupoTarifario,DscClasseConsumoMercado,DscSubClasseConsumidor,DscDetalheConsumidor,DscPostoTarifario,DscOpcaoEnergia,DscDetalheMercado
5206,Sistema Isolado - Regular,Azul,A4,Poder público,Não se aplica,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
5207,Sistema Isolado - Regular,Azul,A4,Serviço público,"Água, esgoto e saneamento",Não se aplica,Não se aplica,CATIVO,COFINS (R$)
5208,Sistema Isolado - Regular,Azul,A4,Comercial,Não se aplica,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
5209,Sistema Isolado - Regular,Azul,A4,Industrial,Não se aplica,Não se aplica,Não se aplica,CATIVO,ICMS (R$)
5210,Sistema Isolado - Regular,Azul,A4,Poder público,Não se aplica,Não se aplica,Não se aplica,CATIVO,ICMS (R$)
5211,Sistema Isolado - Regular,Azul,A4,Comercial,Não se aplica,Não se aplica,Não se aplica,CATIVO,ICMS (R$)
5212,Sistema Isolado - Regular,Azul,A4,Serviço público,"Água, esgoto e saneamento",Não se aplica,Não se aplica,CATIVO,ICMS (R$)
5213,Sistema Isolado - Regular,Azul,A4,Industrial,Não se aplica,Não se aplica,Não se aplica,CATIVO,Número de consumidores
5214,Sistema Isolado - Regular,Azul,A4,Serviço público,"Água, esgoto e saneamento",Não se aplica,Não se aplica,CATIVO,Número de consumidores
5215,Sistema Isolado - Regular,Azul,A4,Comercial,Não se aplica,Não se aplica,Não se aplica,CATIVO,Número de consumidores
5216,Sistema Isolado - Regular,Azul,A4,Poder público,Não se aplica,Não se aplica,Não se aplica,CATIVO,Número de consumidores
5217,Sistema Isolado - Regular,Azul,A4,Poder público,Não se aplica,Não se aplica,Não se aplica,CATIVO,PIS/PASEP (R$)
5218,Sistema Isolado - Regular,Azul,A4,Comercial,Não se aplica,Não se aplica,Não se aplica,CATIVO,PIS/PASEP (R$)
5219,Sistema Isolado - Regular,Azul,A4,Industrial,Não se aplica,Não se aplica,Não se aplica,CATIVO,PIS/PASEP (R$)
5220,Sistema Isolado - Regular,Azul,A4,Serviço público,"Água, esgoto e saneamento",Não se aplica,Não se aplica,CATIVO,PIS/PASEP (R$)
5221,Sistema Isolado - Regular,Azul,A4,Comercial,Não se aplica,Não se aplica,Ponta,CATIVO,Demanda Faturada (kW)
5222,Sistema Isolado - Regular,Azul,A4,Poder público,Não se aplica,Não se aplica,Ponta,CATIVO,Demanda Faturada (kW)
5223,Sistema Isolado - Regular,Azul,A4,Serviço público,"Água, esgoto e saneamento",Não se aplica,Ponta,CATIVO,Demanda Faturada (kW)
5224,Sistema Isolado - Regular,Azul,A4,Industrial,Não se aplica,Não se aplica,Ponta,CATIVO,Demanda Faturada (kW)
5225,Sistema Isolado - Regular,Azul,A4,Serviço público,"Água, esgoto e saneamento",Não se aplica,Ponta,CATIVO,Desconto Demanda %
5226,Sistema Isolado - Regular,Azul,A4,Serviço público,"Água, esgoto e saneamento",Não se aplica,Ponta,CATIVO,Desconto Energia TE %
5227,Sistema Isolado - Regular,Azul,A4,Serviço público,"Água, esgoto e saneamento",Não se aplica,Ponta,CATIVO,Desconto Energia TUSD %
5228,Sistema Isolado - Regular,Azul,A4,Industrial,Não se aplica,Não se aplica,Ponta,CATIVO,Energia TE (kWh)
5229,Sistema Isolado - Regular,Azul,A4,Serviço público,"Água, esgoto e saneamento",Não se aplica,Ponta,CATIVO,Energia TE (kWh)
5230,Sistema Isolado - Regular,Azul,A4,Comercial,Não se aplica,Não se aplica,Ponta,CATIVO,Energia TE (kWh)
5231,Sistema Isolado - Regular,Azul,A4,Poder público,Não se aplica,Não se aplica,Ponta,CATIVO,Energia TE (kWh)
5232,Sistema Isolado - Regular,Azul,A4,Poder público,Não se aplica,Não se aplica,Ponta,CATIVO,Energia TUSD (kWh)
5233,Sistema Isolado - Regular,Azul,A4,Comercial,Não se aplica,Não se aplica,Ponta,CATIVO,Energia TUSD (kWh)
5234,Sistema Isolado - Regular,Azul,A4,Serviço público,"Água, esgoto e saneamento",Não se aplica,Ponta,CATIVO,Energia TUSD (kWh)
5235,Sistema Isolado - Regular,Azul,A4,Industrial,Não se aplica,Não se aplica,Ponta,CATIVO,Energia TUSD (kWh)
5236,Sistema Isolado - Regular,Azul,A4,Serviço público,"Água, esgoto e saneamento",Não se aplica,Ponta,CATIVO,Receita Bandeiras (R$)
5237,Sistema Isolado - Regular,Azul,A4,Industrial,Não se aplica,Não se aplica,Ponta,CATIVO,Receita Bandeiras (R$)
5238,Sistema Isolado - Regular,Azul,A4,Comercial,Não se aplica,Não se aplica,Ponta,CATIVO,Receita Bandeiras (R$)
5239,Sistema Isolado - Regular,Azul,A4,Poder público,Não se aplica,Não se aplica,Ponta,CATIVO,Receita Bandeiras (R$)
5240,Sistema Isolado - Regular,Azul,A4,Comercial,Não se aplica,Não se aplica,Ponta,CATIVO,Receita Demanda (R$)
5241,Sistema Isolado - Regular,Azul,A4,Poder público,Não se aplica,Não se aplica,Ponta,CATIVO,Receita Demanda (R$)
5242,Sistema Isolado - Regular,Azul,A4,Serviço público,"Água, esgoto e saneamento",Não se aplica,Ponta,CATIVO,Receita Demanda (R$)
5243,Sistema Isolado - Regular,Azul,A4,Industrial,Não se aplica,Não se aplica,Ponta,CATIVO,Receita Demanda (R$)
5244,Sistema Isolado - Regular,Azul,A4,Serviço público,"Água, esgoto e saneamento",Não se aplica,Ponta,CATIVO,Receita Energia (R$)
5245,Sistema Isolado - Regular,Azul,A4,Comercial,Não se aplica,Não se aplica,Ponta,CATIVO,Receita Energia (R$)
5246,Sistema Isolado - Regular,Azul,A4,Poder público,Não se aplica,Não se aplica,Ponta,CATIVO,Receita Energia (R$)
5247,Sistema Isolado - Regular,Azul,A4,Industrial,Não se aplica,Não se aplica,Ponta,CATIVO,Receita Energia (R$)
5248,Sistema Isolado - Regular,Azul,A4,Industrial,Não se aplica,Não se aplica,Ponta,CATIVO,Receita Ultrapassagem Demanda (R$)
5249,Sistema Isolado - Regular,Azul,A4,Comercial,Não se aplica,Não se aplica,Ponta,CATIVO,Receita Ultrapassagem Demanda (R$)
5250,Sistema Isolado - Regular,Azul,A4,Poder público,Não se aplica,Não se aplica,Ponta,CATIVO,Receita Ultrapassagem Demanda (R$)
5251,Sistema Isolado - Regular,Azul,A4,Serviço público,"Água, esgoto e saneamento",Não se aplica,Ponta,CATIVO,Receita Ultrapassagem Demanda (R$)
5252,Sistema Isolado - Regular,Azul,A4,Industrial,Não se aplica,Não se aplica,Ponta,CATIVO,Ultrapassagem Demanda (kW)
5253,Sistema Isolado - Regular,Azul,A4,Poder público,Não se aplica,Não se aplica,Ponta,CATIVO,Ultrapassagem Demanda (kW)
5254,Sistema Isolado - Regular,Azul,A4,Serviço público,"Água, esgoto e saneamento",Não se aplica,Ponta,CATIVO,Ultrapassagem Demanda (kW)
5255,Sistema Isolado - Regular,Azul,A4,Comercial,Não se aplica,Não se aplica,Ponta,CATIVO,Ultrapassagem Demanda (kW)
5256,Sistema Isolado - Regular,Branca,B3,Comercial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Energia TE (kWh)
5257,Sistema Isolado - Regular,Branca,B1,Residencial,Residencial,Não se aplica,Fora ponta,CATIVO,Energia TE (kWh)
5258,Sistema Isolado - Regular,Branca,B3,Poder público,Não se aplica,Não se aplica,Fora ponta,CATIVO,Energia TE (kWh)
5259,Sistema Isolado - Regular,Branca,B2,Rural,Não se aplica,Não se aplica,Fora ponta,CATIVO,Energia TE (kWh)
5260,Sistema Isolado - Regular,Branca,B3,Industrial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Energia TE (kWh)
5261,Sistema Isolado - Regular,Branca,B3,Comercial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Energia TUSD (kWh)
5262,Sistema Isolado - Regular,Branca,B1,Residencial,Residencial,Não se aplica,Fora ponta,CATIVO,Energia TUSD (kWh)
5263,Sistema Isolado - Regular,Branca,B3,Poder público,Não se aplica,Não se aplica,Fora ponta,CATIVO,Energia TUSD (kWh)
5264,Sistema Isolado - Regular,Branca,B2,Rural,Não se aplica,Não se aplica,Fora ponta,CATIVO,Energia TUSD (kWh)
5265,Sistema Isolado - Regular,Branca,B3,Industrial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Energia TUSD (kWh)
5266,Sistema Isolado - Regular,Branca,B3,Comercial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Bandeiras (R$)
5267,Sistema Isolado - Regular,Branca,B1,Residencial,Residencial,Não se aplica,Fora ponta,CATIVO,Receita Bandeiras (R$)
5268,Sistema Isolado - Regular,Branca,B3,Poder público,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Bandeiras (R$)
5269,Sistema Isolado - Regular,Branca,B3,Comercial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
5270,Sistema Isolado - Regular,Branca,B3,Poder público,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
5271,Sistema Isolado - Regular,Branca,B2,Rural,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
5272,Sistema Isolado - Regular,Branca,B1,Residencial,Residencial,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
5273,Sistema Isolado - Regular,Branca,B3,Industrial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
5274,Sistema Isolado - Regular,Branca,B3,Poder público,Não se aplica,Não se aplica,Intermediário,CATIVO,Energia TE (kWh)
5275,Sistema Isolado - Regular,Branca,B1,Residencial,Residencial,Não se aplica,Intermediário,CATIVO,Energia TE (kWh)
5276,Sistema Isolado - Regular,Branca,B2,Rural,Não se aplica,Não se aplica,Intermediário,CATIVO,Energia TE (kWh)
5277,Sistema Isolado - Regular,Branca,B3,Comercial,Não se aplica,Não se aplica,Intermediário,CATIVO,Energia TE (kWh)
5278,Sistema Isolado - Regular,Branca,B3,Industrial,Não se aplica,Não se aplica,Intermediário,CATIVO,Energia TE (kWh)
5279,Sistema Isolado - Regular,Branca,B3,Comercial,Não se aplica,Não se aplica,Intermediário,CATIVO,Energia TUSD (kWh)
5280,Sistema Isolado - Regular,Branca,B1,Residencial,Residencial,Não se aplica,Intermediário,CATIVO,Energia TUSD (kWh)
5281,Sistema Isolado - Regular,Branca,B3,Poder público,Não se aplica,Não se aplica,Intermediário,CATIVO,Energia TUSD (kWh)
5282,Sistema Isolado - Regular,Branca,B3,Industrial,Não se aplica,Não se aplica,Intermediário,CATIVO,Energia TUSD (kWh)
5283,Sistema Isolado - Regular,Branca,B2,Rural,Não se aplica,Não se aplica,Intermediário,CATIVO,Energia TUSD (kWh)
5284,Sistema Isolado - Regular,Branca,B1,Residencial,Residencial,Não se aplica,Intermediário,CATIVO,Receita Bandeiras (R$)
5285,Sistema Isolado - Regular,Branca,B3,Comercial,Não se aplica,Não se aplica,Intermediário,CATIVO,Receita Bandeiras (R$)
5286,Sistema Isolado - Regular,Branca,B3,Poder público,Não se aplica,Não se aplica,Intermediário,CATIVO,Receita Bandeiras (R$)
5287,Sistema Isolado - Regular,Branca,B3,Poder público,Não se aplica,Não se aplica,Intermediário,CATIVO,Receita Energia (R$)
5288,Sistema Isolado - Regular,Branca,B3,Comercial,Não se aplica,Não se aplica,Intermediário,CATIVO,Receita Energia (R$)
5289,Sistema Isolado - Regular,Branca,B1,Residencial,Residencial,Não se aplica,Intermediário,CATIVO,Receita Energia (R$)
5290,Sistema Isolado - Regular,Branca,B3,Industrial,Não se aplica,Não se aplica,Intermediário,CATIVO,Receita Energia (R$)
5291,Sistema Isolado - Regular,Branca,B2,Rural,Não se aplica,Não se aplica,Intermediário,CATIVO,Receita Energia (R$)
5292,Sistema Isolado - Regular,Branca,B3,Poder público,Não se aplica,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
5293,Sistema Isolado - Regular,Branca,B1,Residencial,Residencial,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
5294,Sistema Isolado - Regular,Branca,B3,Comercial,Não se aplica,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
5295,Sistema Isolado - Regular,Branca,B2,Rural,Não se aplica,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
5296,Sistema Isolado - Regular,Branca,B1,Residencial,Residencial,Não se aplica,Não se aplica,CATIVO,Energia TE (kWh)
5297,Sistema Isolado - Regular,Branca,B3,Comercial,Não se aplica,Não se aplica,Não se aplica,CATIVO,Energia TE (kWh)
5298,Sistema Isolado - Regular,Branca,B3,Poder público,Não se aplica,Não se aplica,Não se aplica,CATIVO,Energia TE (kWh)
5299,Sistema Isolado - Regular,Branca,B3,Comercial,Não se aplica,Não se aplica,Não se aplica,CATIVO,Energia TUSD (kWh)
5300,Sistema Isolado - Regular,Branca,B1,Residencial,Residencial,Não se aplica,Não se aplica,CATIVO,Energia TUSD (kWh)
5301,Sistema Isolado - Regular,Branca,B3,Poder público,Não se aplica,Não se aplica,Não se aplica,CATIVO,Energia TUSD (kWh)
5302,Sistema Isolado - Regular,Branca,B1,Residencial,Residencial,Não se aplica,Não se aplica,CATIVO,ICMS (R$)
5303,Sistema Isolado - Regular,Branca,B3,Comercial,Não se aplica,Não se aplica,Não se aplica,CATIVO,ICMS (R$)
5304,Sistema Isolado - Regular,Branca,B3,Poder público,Não se aplica,Não se aplica,Não se aplica,CATIVO,ICMS (R$)
5305,Sistema Isolado - Regular,Branca,B3,Industrial,Não se aplica,Não se aplica,Não se aplica,CATIVO,ICMS (R$)
5306,Sistema Isolado - Regular,Branca,B2,Rural,Não se aplica,Não se aplica,Não se aplica,CATIVO,ICMS (R$)
5307,Sistema Isolado - Regular,Branca,B1,Residencial,Residencial,Não se aplica,Não se aplica,CATIVO,Número de consumidores
5308,Sistema Isolado - Regular,Branca,B3,Poder público,Não se aplica,Não se aplica,Não se aplica,CATIVO,Número de consumidores
5309,Sistema Isolado - Regular,Branca,B3,Comercial,Não se aplica,Não se aplica,Não se aplica,CATIVO,Número de consumidores
5310,Sistema Isolado - Regular,Branca,B2,Rural,Não se aplica,Não se aplica,Não se aplica,CATIVO,Número de consumidores
5311,Sistema Isolado - Regular,Branca,B3,Industrial,Não se aplica,Não se aplica,Não se aplica,CATIVO,Número de consumidores
5312,Sistema Isolado - Regular,Branca,B3,Poder público,Não se aplica,Não se aplica,Não se aplica,CATIVO,PIS/PASEP (R$)
5313,Sistema Isolado - Regular,Branca,B3,Comercial,Não se aplica,Não se aplica,Não se aplica,CATIVO,PIS/PASEP (R$)
5314,Sistema Isolado - Regular,Branca,B2,Rural,Não se aplica,Não se aplica,Não se aplica,CATIVO,PIS/PASEP (R$)
5315,Sistema Isolado - Regular,Branca,B1,Residencial,Residencial,Não se aplica,Não se aplica,CATIVO,PIS/PASEP (R$)
5316,Sistema Isolado - Regular,Branca,B1,Residencial,Residencial,Não se aplica,Não se aplica,CATIVO,Receita Bandeiras (R$)
5317,Sistema Isolado - Regular,Branca,B1,Residencial,Residencial,Não se aplica,Não se aplica,CATIVO,Receita Energia (R$)
5318,Sistema Isolado - Regular,Branca,B3,Comercial,Não se aplica,Não se aplica,Não se aplica,CATIVO,Receita Energia (R$)
5319,Sistema Isolado - Regular,Branca,B3,Poder público,Não se aplica,Não se aplica,Não se aplica,CATIVO,Receita Energia (R$)
5320,Sistema Isolado - Regular,Branca,B1,Residencial,Residencial,Não se aplica,Ponta,CATIVO,Energia TE (kWh)
5321,Sistema Isolado - Regular,Branca,B3,Poder público,Não se aplica,Não se aplica,Ponta,CATIVO,Energia TE (kWh)
5322,Sistema Isolado - Regular,Branca,B3,Comercial,Não se aplica,Não se aplica,Ponta,CATIVO,Energia TE (kWh)
5323,Sistema Isolado - Regular,Branca,B2,Rural,Não se aplica,Não se aplica,Ponta,CATIVO,Energia TE (kWh)
5324,Sistema Isolado - Regular,Branca,B3,Industrial,Não se aplica,Não se aplica,Ponta,CATIVO,Energia TE (kWh)
5325,Sistema Isolado - Regular,Branca,B3,Comercial,Não se aplica,Não se aplica,Ponta,CATIVO,Energia TUSD (kWh)
5326,Sistema Isolado - Regular,Branca,B3,Poder público,Não se aplica,Não se aplica,Ponta,CATIVO,Energia TUSD (kWh)
5327,Sistema Isolado - Regular,Branca,B1,Residencial,Residencial,Não se aplica,Ponta,CATIVO,Energia TUSD (kWh)
5328,Sistema Isolado - Regular,Branca,B2,Rural,Não se aplica,Não se aplica,Ponta,CATIVO,Energia TUSD (kWh)
5329,Sistema Isolado - Regular,Branca,B3,Industrial,Não se aplica,Não se aplica,Ponta,CATIVO,Energia TUSD (kWh)
5330,Sistema Isolado - Regular,Branca,B3,Comercial,Não se aplica,Não se aplica,Ponta,CATIVO,Receita Bandeiras (R$)
5331,Sistema Isolado - Regular,Branca,B1,Residencial,Residencial,Não se aplica,Ponta,CATIVO,Receita Bandeiras (R$)
5332,Sistema Isolado - Regular,Branca,B3,Poder público,Não se aplica,Não se aplica,Ponta,CATIVO,Receita Bandeiras (R$)
5333,Sistema Isolado - Regular,Branca,B3,Poder público,Não se aplica,Não se aplica,Ponta,CATIVO,Receita Energia (R$)
5334,Sistema Isolado - Regular,Branca,B3,Comercial,Não se aplica,Não se aplica,Ponta,CATIVO,Receita Energia (R$)
5335,Sistema Isolado - Regular,Branca,B1,Residencial,Residencial,Não se aplica,Ponta,CATIVO,Receita Energia (R$)
5336,Sistema Isolado - Regular,Branca,B2,Rural,Não se aplica,Não se aplica,Ponta,CATIVO,Receita Energia (R$)
5337,Sistema Isolado - Regular,Branca,B3,Industrial,Não se aplica,Não se aplica,Ponta,CATIVO,Receita Energia (R$)
5338,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
5339,Sistema Isolado - Regular,Convencional,B3,Poder público,Não se aplica,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
5340,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial baixa renda – faixa 03,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
5341,Sistema Isolado - Regular,Convencional,B2,Rural,Não se aplica,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
5342,Sistema Isolado - Regular,Convencional,B3,Comercial,Não se aplica,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
5343,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial baixa renda – faixa 01,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
5344,Sistema Isolado - Regular,Convencional,B3,Consumo próprio,Não se aplica,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
5345,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial baixa renda – faixa 02,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
5346,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial baixa renda – faixa 04,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
5347,Sistema Isolado - Regular,Convencional,B3,Industrial,Não se aplica,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
5348,Sistema Isolado - Regular,Convencional,B3,Serviço público,"Água, esgoto e saneamento",Não se aplica,Não se aplica,CATIVO,COFINS (R$)
5349,Sistema Isolado - Regular,Convencional,B4,Iluminação pública,Iluminação pública – B4a,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
5350,Sistema Isolado - Regular,Convencional,B2,Rural,Agropecuária rural,IRRIG./AQUIC.,Não se aplica,CATIVO,COFINS (R$)
5351,Sistema Isolado - Regular,Convencional,B2,Rural,Aquicultura,IRRIG./AQUIC.,Não se aplica,CATIVO,COFINS (R$)
5352,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial Tarifa Social – faixa 01,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
5353,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial Tarifa Social – faixa 02,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
5354,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial Desconto Social – faixa 01,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
5355,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial Desconto Social – faixa 02,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
5356,Sistema Isolado - Regular,Convencional,B2,Rural,Agropecuária rural,IRRIG./AQUIC. PR,Não se aplica,CATIVO,Desconto Energia TE %
5357,Sistema Isolado - Regular,Convencional,B2,Rural,Não se aplica,Não se aplica,Não se aplica,CATIVO,Desconto Energia TE %
5358,Sistema Isolado - Regular,Convencional,B3,Serviço público,"Água, esgoto e saneamento",Não se aplica,Não se aplica,CATIVO,Desconto Energia TE %
5359,Sistema Isolado - Regular,Convencional,B2,Rural,Aquicultura,IRRIG./AQUIC. PR,Não se aplica,CATIVO,Desconto Energia TE %
5360,Sistema Isolado - Regular,Convencional,B2,Rural,Agropecuária rural,IRRIG./AQUIC. PR,Não se aplica,CATIVO,Desconto Energia TUSD %
5361,Sistema Isolado - Regular,Convencional,B2,Rural,Não se aplica,Não se aplica,Não se aplica,CATIVO,Desconto Energia TUSD %
5362,Sistema Isolado - Regular,Convencional,B2,Rural,Aquicultura,IRRIG./AQUIC. PR,Não se aplica,CATIVO,Desconto Energia TUSD %
5363,Sistema Isolado - Regular,Convencional,B3,Serviço público,"Água, esgoto e saneamento",Não se aplica,Não se aplica,CATIVO,Desconto Energia TUSD %
5364,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial baixa renda – faixa 04,Não se aplica,Não se aplica,CATIVO,Energia TE (kWh)
5365,Sistema Isolado - Regular,Convencional,B2,Rural,Aquicultura,IRRIG./AQUIC.,Não se aplica,CATIVO,Energia TE (kWh)
5366,Sistema Isolado - Regular,Convencional,B3,Comercial,Não se aplica,Não se aplica,Não se aplica,CATIVO,Energia TE (kWh)
5367,Sistema Isolado - Regular,Convencional,B3,Serviço público,"Água, esgoto e saneamento",Não se aplica,Não se aplica,CATIVO,Energia TE (kWh)
5368,Sistema Isolado - Regular,Convencional,B3,Poder público,Não se aplica,Não se aplica,Não se aplica,CATIVO,Energia TE (kWh)
5369,Sistema Isolado - Regular,Convencional,B2,Rural,Não se aplica,Não se aplica,Não se aplica,CATIVO,Energia TE (kWh)
5370,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial baixa renda – faixa 01,Não se aplica,Não se aplica,CATIVO,Energia TE (kWh)
5371,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial baixa renda – faixa 03,Não se aplica,Não se aplica,CATIVO,Energia TE (kWh)
5372,Sistema Isolado - Regular,Convencional,B4,Iluminação pública,Iluminação pública – B4a,Não se aplica,Não se aplica,CATIVO,Energia TE (kWh)
5373,Sistema Isolado - Regular,Convencional,B3,Industrial,Não se aplica,Não se aplica,Não se aplica,CATIVO,Energia TE (kWh)
5374,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial,Não se aplica,Não se aplica,CATIVO,Energia TE (kWh)
5375,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial baixa renda – faixa 02,Não se aplica,Não se aplica,CATIVO,Energia TE (kWh)
5376,Sistema Isolado - Regular,Convencional,B2,Rural,Aquicultura,IRRIG./AQUIC. PR,Não se aplica,CATIVO,Energia TE (kWh)
5377,Sistema Isolado - Regular,Convencional,B3,Consumo próprio,Não se aplica,Não se aplica,Não se aplica,CATIVO,Energia TE (kWh)
5378,Sistema Isolado - Regular,Convencional,B2,Rural,Agropecuária rural,IRRIG./AQUIC.,Não se aplica,CATIVO,Energia TE (kWh)
5379,Sistema Isolado - Regular,Convencional,B2,Rural,Agropecuária rural,IRRIG./AQUIC. PR,Não se aplica,CATIVO,Energia TE (kWh)
5380,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial Tarifa Social – faixa 01,Não se aplica,Não se aplica,CATIVO,Energia TE (kWh)
5381,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial Tarifa Social – faixa 02,Não se aplica,Não se aplica,CATIVO,Energia TE (kWh)
5382,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial Desconto Social – faixa 01,Não se aplica,Não se aplica,CATIVO,Energia TE (kWh)
5383,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial Desconto Social – faixa 02,Não se aplica,Não se aplica,CATIVO,Energia TE (kWh)
5384,Sistema Isolado - Regular,Convencional,B3,Comercial,Não se aplica,Não se aplica,Não se aplica,CATIVO,Energia TUSD (kWh)
5385,Sistema Isolado - Regular,Convencional,B3,Industrial,Não se aplica,Não se aplica,Não se aplica,CATIVO,Energia TUSD (kWh)
5386,Sistema Isolado - Regular,Convencional,B3,Consumo próprio,Não se aplica,Não se aplica,Não se aplica,CATIVO,Energia TUSD (kWh)
5387,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial baixa renda – faixa 03,Não se aplica,Não se aplica,CATIVO,Energia TUSD (kWh)
5388,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial baixa renda – faixa 01,Não se aplica,Não se aplica,CATIVO,Energia TUSD (kWh)
5389,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial baixa renda – faixa 02,Não se aplica,Não se aplica,CATIVO,Energia TUSD (kWh)
5390,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial,Não se aplica,Não se aplica,CATIVO,Energia TUSD (kWh)
5391,Sistema Isolado - Regular,Convencional,B3,Poder público,Não se aplica,Não se aplica,Não se aplica,CATIVO,Energia TUSD (kWh)
5392,Sistema Isolado - Regular,Convencional,B2,Rural,Aquicultura,IRRIG./AQUIC.,Não se aplica,CATIVO,Energia TUSD (kWh)
5393,Sistema Isolado - Regular,Convencional,B2,Rural,Aquicultura,IRRIG./AQUIC. PR,Não se aplica,CATIVO,Energia TUSD (kWh)
5394,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial baixa renda – faixa 04,Não se aplica,Não se aplica,CATIVO,Energia TUSD (kWh)
5395,Sistema Isolado - Regular,Convencional,B2,Rural,Não se aplica,Não se aplica,Não se aplica,CATIVO,Energia TUSD (kWh)
5396,Sistema Isolado - Regular,Convencional,B3,Serviço público,"Água, esgoto e saneamento",Não se aplica,Não se aplica,CATIVO,Energia TUSD (kWh)
5397,Sistema Isolado - Regular,Convencional,B2,Rural,Agropecuária rural,IRRIG./AQUIC. PR,Não se aplica,CATIVO,Energia TUSD (kWh)
5398,Sistema Isolado - Regular,Convencional,B2,Rural,Agropecuária rural,IRRIG./AQUIC.,Não se aplica,CATIVO,Energia TUSD (kWh)
5399,Sistema Isolado - Regular,Convencional,B4,Iluminação pública,Iluminação pública – B4a,Não se aplica,Não se aplica,CATIVO,Energia TUSD (kWh)
5400,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial Tarifa Social – faixa 01,Não se aplica,Não se aplica,CATIVO,Energia TUSD (kWh)
5401,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial Tarifa Social – faixa 02,Não se aplica,Não se aplica,CATIVO,Energia TUSD (kWh)
5402,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial Desconto Social – faixa 01,Não se aplica,Não se aplica,CATIVO,Energia TUSD (kWh)
5403,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial Desconto Social – faixa 02,Não se aplica,Não se aplica,CATIVO,Energia TUSD (kWh)
5404,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial baixa renda – faixa 02,Não se aplica,Não se aplica,CATIVO,ICMS (R$)
5405,Sistema Isolado - Regular,Convencional,B2,Rural,Não se aplica,Não se aplica,Não se aplica,CATIVO,ICMS (R$)
5406,Sistema Isolado - Regular,Convencional,B3,Comercial,Não se aplica,Não se aplica,Não se aplica,CATIVO,ICMS (R$)
5407,Sistema Isolado - Regular,Convencional,B3,Consumo próprio,Não se aplica,Não se aplica,Não se aplica,CATIVO,ICMS (R$)
