mercado_id,NomTipoMercado,DscModalidadeTarifaria,DscSubGrupoTarifario,DscClasseConsumoMercado,DscSubClasseConsumidor,DscDetalheConsumidor,DscPostoTarifario,DscOpcaoEnergia,DscDetalheMercado
209,Refaturamento - Regular,Azul,A3a,Rural,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Demanda (R$)
210,Refaturamento - Regular,Azul,A3,Comercial,Não se aplica,Não se aplica,Fora ponta,LIVRE,Receita Demanda (R$)
211,Refaturamento - Regular,Azul,A4,Comercial,Não se aplica,Não se aplica,Fora ponta,LIVRE,Receita Demanda (R$)
212,Refaturamento - Regular,Azul,A3a,Industrial,Não se aplica,Não se aplica,Fora ponta,LIVRE,Receita Demanda (R$)
213,Refaturamento - Regular,Azul,A4,Residencial,Residencial,Não se aplica,Fora ponta,CATIVO,Receita Demanda (R$)
214,Refaturamento - Regular,Azul,A3,Serviço público,"Água, esgoto e saneamento",Não se aplica,Fora ponta,CATIVO,Receita Demanda (R$)
215,Refaturamento - Regular,Azul,A2,Serviço público,"Água, esgoto e saneamento",Não se aplica,Fora ponta,CATIVO,Receita Demanda (R$)
216,Refaturamento - Regular,Azul,AS,Industrial,Não se aplica,Fonte incentivada,Fora ponta,LIVRE,Receita Demanda (R$)
217,Refaturamento - Regular,Azul,A4,Industrial,Não se aplica,APE,Fora ponta,LIVRE,Receita Demanda (R$)
218,Refaturamento - Regular,Azul,A2,Comercial,Não se aplica,Não se aplica,Fora ponta,LIVRE,Receita Demanda (R$)
219,Refaturamento - Regular,Azul,A3,Poder público,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Demanda (R$)
220,Refaturamento - Regular,Azul,A3,Poder público,Não se aplica,Não se aplica,Fora ponta,LIVRE,Receita Demanda (R$)
221,Refaturamento - Regular,Azul,A2,Não se aplica,Não se aplica,ERC,Fora ponta,LIVRE,Receita Demanda (R$)
222,Refaturamento - Regular,Azul,A3,Rural,Aquicultura,Não se aplica,Fora ponta,CATIVO,Receita Demanda (R$)
223,Refaturamento - Regular,Azul,A4,Rural,Cooperativa de eletrificação rural,Não se aplica,Fora ponta,CATIVO,Receita Demanda (R$)
224,Refaturamento - Regular,Azul,A1,Não se aplica,Não se aplica,Não se aplica,Fora ponta,LIVRE,Receita Demanda (R$)
225,Refaturamento - Regular,Azul,A4,Serviço público,"Água, esgoto e saneamento",Não se aplica,Fora ponta,LIVRE,Receita Demanda (R$)
226,Refaturamento - Regular,Azul,A2,Serviço público,"Água, esgoto e saneamento",Não se aplica,Fora ponta,LIVRE,Receita Demanda (R$)
227,Refaturamento - Regular,Azul,A2,Rural,Agropecuária rural,Não se aplica,Fora ponta,CATIVO,Receita Demanda (R$)
228,Refaturamento - Regular,Azul,A4,Comercial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
229,Refaturamento - Regular,Azul,A4,Rural,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
230,Refaturamento - Regular,Azul,A4,Industrial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
231,Refaturamento - Regular,Azul,A2,Industrial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
232,Refaturamento - Regular,Azul,A3,Industrial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
233,Refaturamento - Regular,Azul,A2,Comercial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
234,Refaturamento - Regular,Azul,A3a,Comercial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
235,Refaturamento - Regular,Azul,AS,Comercial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
236,Refaturamento - Regular,Azul,A3,Serviço público,"Água, esgoto e saneamento",Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
237,Refaturamento - Regular,Azul,A4,Poder público,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
238,Refaturamento - Regular,Azul,A4,Serviço público,"Água, esgoto e saneamento",Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
239,Refaturamento - Regular,Azul,A3,Rural,Agropecuária rural,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
240,Refaturamento - Regular,Azul,A2,Poder público,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
241,Refaturamento - Regular,Azul,A4,Rural,Agropecuária rural,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
242,Refaturamento - Regular,Azul,A3a,Rural,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
243,Refaturamento - Regular,Azul,A3,Rural,Agropecuária rural,IRRIG./AQUIC. PR,Fora ponta,CATIVO,Receita Energia (R$)
244,Refaturamento - Regular,Azul,A3,Serviço público,Tração elétrica,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
245,Refaturamento - Regular,Azul,AS,Poder público,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
246,Refaturamento - Regular,Azul,A4,Rural,Aquicultura,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
247,Refaturamento - Regular,Azul,A4,Rural,Agropecuária rural,IRRIG./AQUIC. PR,Fora ponta,CATIVO,Receita Energia (R$)
248,Refaturamento - Regular,Azul,A3a,Industrial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
249,Refaturamento - Regular,Azul,A2,Serviço público,Tração elétrica,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
250,Refaturamento - Regular,Azul,A3a,Serviço público,"Água, esgoto e saneamento",Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
251,Refaturamento - Regular,Azul,A3a,Rural,Agropecuária rural,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
252,Refaturamento - Regular,Azul,A3a,Rural,Agropecuária rural,IRRIG./AQUIC. PR,Fora ponta,CATIVO,Receita Energia (R$)
253,Refaturamento - Regular,Azul,A4,Residencial,Residencial,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
254,Refaturamento - Regular,Azul,A2,Serviço público,"Água, esgoto e saneamento",Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
255,Refaturamento - Regular,Azul,A3,Poder público,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
256,Refaturamento - Regular,Azul,A3,Comercial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
257,Refaturamento - Regular,Azul,A2,Rural,Agropecuária rural,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
258,Refaturamento - Regular,Azul,A3,Rural,Aquicultura,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
259,Refaturamento - Regular,Azul,A3,Rural,Aquicultura,IRRIG./AQUIC. PR,Fora ponta,CATIVO,Receita Energia (R$)
260,Refaturamento - Regular,Azul,A4,Rural,Cooperativa de eletrificação rural,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
261,Refaturamento - Regular,Azul,A4,Rural,Aquicultura,IRRIG./AQUIC. PR,Fora ponta,CATIVO,Receita Energia (R$)
262,Refaturamento - Regular,Azul,A2,Rural,Agropecuária rural,IRRIG./AQUIC. PR,Fora ponta,CATIVO,Receita Energia (R$)
263,Refaturamento - Regular,Azul,A3a,Rural,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Ultrapassagem Demanda (R$)
264,Refaturamento - Regular,Azul,A4,Industrial,Não se aplica,Fonte incentivada,Fora ponta,LIVRE,Receita Ultrapassagem Demanda (R$)
265,Refaturamento - Regular,Azul,A4,Serviço público,"Água, esgoto e saneamento",Não se aplica,Fora ponta,CATIVO,Receita Ultrapassagem Demanda (R$)
266,Refaturamento - Regular,Azul,A4,Comercial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Ultrapassagem Demanda (R$)
267,Refaturamento - Regular,Azul,A3,Industrial,Não se aplica,Fonte incentivada,Fora ponta,LIVRE,Receita Ultrapassagem Demanda (R$)
268,Refaturamento - Regular,Azul,A2,Industrial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Ultrapassagem Demanda (R$)
269,Refaturamento - Regular,Azul,A3,Serviço público,Tração elétrica,Não se aplica,Fora ponta,CATIVO,Receita Ultrapassagem Demanda (R$)
270,Refaturamento - Regular,Azul,A3a,Industrial,Não se aplica,Fonte incentivada,Fora ponta,LIVRE,Receita Ultrapassagem Demanda (R$)
271,Refaturamento - Regular,Azul,A3a,Comercial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Ultrapassagem Demanda (R$)
272,Refaturamento - Regular,Azul,A3,Serviço público,"Água, esgoto e saneamento",Não se aplica,Fora ponta,LIVRE,Receita Ultrapassagem Demanda (R$)
273,Refaturamento - Regular,Azul,A4,Poder público,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Ultrapassagem Demanda (R$)
274,Refaturamento - Regular,Azul,A4,Industrial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Ultrapassagem Demanda (R$)
275,Refaturamento - Regular,Azul,A2,Comercial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Ultrapassagem Demanda (R$)
276,Refaturamento - Regular,Azul,AS,Comercial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Ultrapassagem Demanda (R$)
277,Refaturamento - Regular,Azul,A3,Industrial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Ultrapassagem Demanda (R$)
278,Refaturamento - Regular,Azul,A2,Industrial,Não se aplica,Fonte incentivada,Fora ponta,LIVRE,Receita Ultrapassagem Demanda (R$)
279,Refaturamento - Regular,Azul,A4,Rural,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Ultrapassagem Demanda (R$)
280,Refaturamento - Regular,Azul,A2,Industrial,Não se aplica,Não se aplica,Fora ponta,LIVRE,Receita Ultrapassagem Demanda (R$)
281,Refaturamento - Regular,Azul,A2,Serviço público,Tração elétrica,Não se aplica,Fora ponta,CATIVO,Receita Ultrapassagem Demanda (R$)
282,Refaturamento - Regular,Azul,A2,Poder público,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Ultrapassagem Demanda (R$)
283,Refaturamento - Regular,Azul,A3,Rural,Agropecuária rural,Não se aplica,Fora ponta,CATIVO,Receita Ultrapassagem Demanda (R$)
284,Refaturamento - Regular,Azul,A3a,Industrial,Não se aplica,Não se aplica,Fora ponta,LIVRE,Receita Ultrapassagem Demanda (R$)
285,Refaturamento - Regular,Azul,A3a,Industrial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Ultrapassagem Demanda (R$)
286,Refaturamento - Regular,Azul,A3a,Rural,Agropecuária rural,Não se aplica,Fora ponta,CATIVO,Receita Ultrapassagem Demanda (R$)
287,Refaturamento - Regular,Azul,A4,Serviço público,"Água, esgoto e saneamento",Não se aplica,Fora ponta,LIVRE,Receita Ultrapassagem Demanda (R$)
288,Refaturamento - Regular,Azul,A2,Serviço público,"Água, esgoto e saneamento",Não se aplica,Fora ponta,CATIVO,Receita Ultrapassagem Demanda (R$)
289,Refaturamento - Regular,Azul,AS,Industrial,Não se aplica,Fonte incentivada,Fora ponta,LIVRE,Receita Ultrapassagem Demanda (R$)
290,Refaturamento - Regular,Azul,A2,Serviço público,Tração elétrica,Não se aplica,Fora ponta,LIVRE,Receita Ultrapassagem Demanda (R$)
291,Refaturamento - Regular,Azul,A4,Comercial,Não se aplica,Não se aplica,Fora ponta,LIVRE,Receita Ultrapassagem Demanda (R$)
292,Refaturamento - Regular,Azul,A3,Comercial,Não se aplica,Não se aplica,Fora ponta,LIVRE,Receita Ultrapassagem Demanda (R$)
293,Refaturamento - Regular,Azul,A3,Industrial,Não se aplica,Não se aplica,Fora ponta,LIVRE,Receita Ultrapassagem Demanda (R$)
294,Refaturamento - Regular,Azul,A3a,Serviço público,"Água, esgoto e saneamento",Não se aplica,Fora ponta,CATIVO,Receita Ultrapassagem Demanda (R$)
295,Refaturamento - Regular,Azul,A3,Rural,Aquicultura,Não se aplica,Fora ponta,CATIVO,Receita Ultrapassagem Demanda (R$)
296,Refaturamento - Regular,Azul,A4,Residencial,Residencial,Não se aplica,Fora ponta,CATIVO,Receita Ultrapassagem Demanda (R$)
297,Refaturamento - Regular,Azul,A4,Industrial,Não se aplica,APE,Fora ponta,LIVRE,Receita Ultrapassagem Demanda (R$)
298,Refaturamento - Regular,Azul,A3,Comercial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Ultrapassagem Demanda (R$)
299,Refaturamento - Regular,Azul,A4,Rural,Agropecuária rural,Não se aplica,Fora ponta,CATIVO,Receita Ultrapassagem Demanda (R$)
300,Refaturamento - Regular,Azul,AS,Poder público,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Ultrapassagem Demanda (R$)
301,Refaturamento - Regular,Azul,A3,Industrial,Não se aplica,APE,Fora ponta,LIVRE,Receita Ultrapassagem Demanda (R$)
302,Refaturamento - Regular,Azul,A4,Rural,Aquicultura,Não se aplica,Fora ponta,CATIVO,Receita Ultrapassagem Demanda (R$)
303,Refaturamento - Regular,Azul,A4,Industrial,Não se aplica,Não se aplica,Fora ponta,LIVRE,Receita Ultrapassagem Demanda (R$)
304,Refaturamento - Regular,Azul,A3,Poder público,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Ultrapassagem Demanda (R$)
305,Refaturamento - Regular,Azul,A3,Industrial,Não se aplica,Fonte incentivada,Fora ponta,LIVRE,Ultrapassagem Demanda (kW)
306,Refaturamento - Regular,Azul,A4,Comercial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Ultrapassagem Demanda (kW)
307,Refaturamento - Regular,Azul,A4,Industrial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Ultrapassagem Demanda (kW)
308,Refaturamento - Regular,Azul,A2,Industrial,Não se aplica,Não se aplica,Fora ponta,LIVRE,Ultrapassagem Demanda (kW)
309,Refaturamento - Regular,Azul,A4,Industrial,Não se aplica,Fonte incentivada,Fora ponta,LIVRE,Ultrapassagem Demanda (kW)
310,Refaturamento - Regular,Azul,A2,Poder público,Não se aplica,Não se aplica,Fora ponta,CATIVO,Ultrapassagem Demanda (kW)
311,Refaturamento - Regular,Azul,A4,Poder público,Não se aplica,Não se aplica,Fora ponta,CATIVO,Ultrapassagem Demanda (kW)
312,Refaturamento - Regular,Azul,A2,Comercial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Ultrapassagem Demanda (kW)
313,Refaturamento - Regular,Azul,A4,Serviço público,"Água, esgoto e saneamento",Não se aplica,Fora ponta,CATIVO,Ultrapassagem Demanda (kW)
314,Refaturamento - Regular,Azul,A2,Industrial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Ultrapassagem Demanda (kW)
315,Refaturamento - Regular,Azul,A3,Industrial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Ultrapassagem Demanda (kW)
316,Refaturamento - Regular,Azul,A3a,Industrial,Não se aplica,Fonte incentivada,Fora ponta,LIVRE,Ultrapassagem Demanda (kW)
317,Refaturamento - Regular,Azul,AS,Comercial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Ultrapassagem Demanda (kW)
318,Refaturamento - Regular,Azul,A2,Industrial,Não se aplica,Fonte incentivada,Fora ponta,LIVRE,Ultrapassagem Demanda (kW)
319,Refaturamento - Regular,Azul,A3a,Rural,Não se aplica,Não se aplica,Fora ponta,CATIVO,Ultrapassagem Demanda (kW)
320,Refaturamento - Regular,Azul,A3a,Comercial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Ultrapassagem Demanda (kW)
321,Refaturamento - Regular,Azul,A4,Rural,Não se aplica,Não se aplica,Fora ponta,CATIVO,Ultrapassagem Demanda (kW)
322,Refaturamento - Regular,Azul,A3,Serviço público,"Água, esgoto e saneamento",Não se aplica,Fora ponta,LIVRE,Ultrapassagem Demanda (kW)
323,Refaturamento - Regular,Azul,A3,Serviço público,Tração elétrica,Não se aplica,Fora ponta,CATIVO,Ultrapassagem Demanda (kW)
324,Refaturamento - Regular,Azul,A2,Serviço público,Tração elétrica,Não se aplica,Fora ponta,CATIVO,Ultrapassagem Demanda (kW)
325,Refaturamento - Regular,Azul,A3a,Industrial,Não se aplica,Não se aplica,Fora ponta,LIVRE,Ultrapassagem Demanda (kW)
326,Refaturamento - Regular,Azul,A4,Serviço público,"Água, esgoto e saneamento",Não se aplica,Fora ponta,LIVRE,Ultrapassagem Demanda (kW)
327,Refaturamento - Regular,Azul,A3,Rural,Agropecuária rural,Não se aplica,Fora ponta,CATIVO,Ultrapassagem Demanda (kW)
328,Refaturamento - Regular,Azul,A3a,Industrial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Ultrapassagem Demanda (kW)
329,Refaturamento - Regular,Azul,A2,Serviço público,Tração elétrica,Não se aplica,Fora ponta,LIVRE,Ultrapassagem Demanda (kW)
330,Refaturamento - Regular,Azul,AS,Industrial,Não se aplica,Fonte incentivada,Fora ponta,LIVRE,Ultrapassagem Demanda (kW)
331,Refaturamento - Regular,Azul,A4,Comercial,Não se aplica,Não se aplica,Fora ponta,LIVRE,Ultrapassagem Demanda (kW)
332,Refaturamento - Regular,Azul,A3,Comercial,Não se aplica,Não se aplica,Fora ponta,LIVRE,Ultrapassagem Demanda (kW)
333,Refaturamento - Regular,Azul,A3,Industrial,Não se aplica,Não se aplica,Fora ponta,LIVRE,Ultrapassagem Demanda (kW)
334,Refaturamento - Regular,Azul,A3a,Serviço público,"Água, esgoto e saneamento",Não se aplica,Fora ponta,CATIVO,Ultrapassagem Demanda (kW)
335,Refaturamento - Regular,Azul,A3,Rural,Aquicultura,Não se aplica,Fora ponta,CATIVO,Ultrapassagem Demanda (kW)
336,Refaturamento - Regular,Azul,A4,Residencial,Residencial,Não se aplica,Fora ponta,CATIVO,Ultrapassagem Demanda (kW)
337,Refaturamento - Regular,Azul,A4,Industrial,Não se aplica,APE,Fora ponta,LIVRE,Ultrapassagem Demanda (kW)
338,Refaturamento - Regular,Azul,A3,Comercial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Ultrapassagem Demanda (kW)
339,Refaturamento - Regular,Azul,A3a,Rural,Agropecuária rural,Não se aplica,Fora ponta,CATIVO,Ultrapassagem Demanda (kW)
340,Refaturamento - Regular,Azul,A4,Rural,Agropecuária rural,Não se aplica,Fora ponta,CATIVO,Ultrapassagem Demanda (kW)
341,Refaturamento - Regular,Azul,AS,Poder público,Não se aplica,Não se aplica,Fora ponta,CATIVO,Ultrapassagem Demanda (kW)
342,Refaturamento - Regular,Azul,A4,Industrial,Não se aplica,Não se aplica,Fora ponta,LIVRE,Ultrapassagem Demanda (kW)
343,Refaturamento - Regular,Azul,A3,Industrial,Não se aplica,APE,Fora ponta,LIVRE,Ultrapassagem Demanda (kW)
344,Refaturamento - Regular,Azul,A3,Poder público,Não se aplica,Não se aplica,Fora ponta,CATIVO,Ultrapassagem Demanda (kW)
345,Refaturamento - Regular,Azul,A4,Rural,Não se aplica,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
346,Refaturamento - Regular,Azul,A4,Serviço público,"Água, esgoto e saneamento",Não se aplica,Não se aplica,CATIVO,COFINS (R$)
347,Refaturamento - Regular,Azul,A4,Comercial,Não se aplica,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
348,Refaturamento - Regular,Azul,A2,Industrial,Não se aplica,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
349,Refaturamento - Regular,Azul,A4,Industrial,Não se aplica,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
350,Refaturamento - Regular,Azul,A3a,Comercial,Não se aplica,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
351,Refaturamento - Regular,Azul,A2,Comercial,Não se aplica,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
352,Refaturamento - Regular,Azul,A3,Serviço público,Tração elétrica,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
353,Refaturamento - Regular,Azul,A3,Serviço público,"Água, esgoto e saneamento",Não se aplica,Não se aplica,CATIVO,COFINS (R$)
354,Refaturamento - Regular,Azul,A3,Rural,Agropecuária rural,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
355,Refaturamento - Regular,Azul,AS,Poder público,Não se aplica,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
356,Refaturamento - Regular,Azul,A2,Poder público,Não se aplica,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
357,Refaturamento - Regular,Azul,A3,Industrial,Não se aplica,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
358,Refaturamento - Regular,Azul,A4,Poder público,Não se aplica,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
359,Refaturamento - Regular,Azul,AS,Comercial,Não se aplica,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
360,Refaturamento - Regular,Azul,A4,Rural,Agropecuária rural,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
361,Refaturamento - Regular,Azul,A4,Rural,Aquicultura,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
362,Refaturamento - Regular,Azul,A3a,Industrial,Não se aplica,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
363,Refaturamento - Regular,Azul,A2,Serviço público,Tração elétrica,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
364,Refaturamento - Regular,Azul,A3a,Serviço público,"Água, esgoto e saneamento",Não se aplica,Não se aplica,CATIVO,COFINS (R$)
365,Refaturamento - Regular,Azul,A3a,Rural,Não se aplica,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
366,Refaturamento - Regular,Azul,A3,Comercial,Não se aplica,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
367,Refaturamento - Regular,Azul,A4,Residencial,Residencial,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
368,Refaturamento - Regular,Azul,A2,Serviço público,"Água, esgoto e saneamento",Não se aplica,Não se aplica,CATIVO,COFINS (R$)
369,Refaturamento - Regular,Azul,A3,Poder público,Não se aplica,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
370,Refaturamento - Regular,Azul,A3,Rural,Aquicultura,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
371,Refaturamento - Regular,Azul,A2,Rural,Agropecuária rural,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
372,Refaturamento - Regular,Azul,A4,Rural,Cooperativa de eletrificação rural,Não se aplica,Não se aplica,CATIVO,COFINS (R$)
373,Refaturamento - Regular,Azul,A3,Serviço público,"Água, esgoto e saneamento",Não se aplica,Não se aplica,LIVRE,Desconto Energia TUSD %
